METAR,RCKU,040830Z,320,08KT,9999,FEW010 BKN080,22,16,Q1016,NOSIG,A3001
METAR,RCKU,040800Z,330,09KT,9999,FEW010 SCT100,23,17,Q1016,NOSIG,A3001
METAR,RCKU,040730Z,350,09KT,9999,FEW010 SCT040 BKN080,23,17,Q1016,NOSIG,A3001
METAR,RCKU,040700Z,330,09KT,9999,FEW010 SCT040 BKN080,23,17,Q1016,NOSIG,A3001
METAR,RCKU,040630Z,330,08KT,9999,FEW010 SCT040 BKN080,25,17,Q1016,NOSIG,A3002
METAR,RCKU,040600Z,330,08KT,9999,FEW010 SCT040 BKN080,25,18,Q1017,NOSIG,A3003
METAR,RCKU,040530Z,330,05KT,9000,FEW010 SCT040 BKN080,25,18,Q1017,NOSIG,A3004
METAR,RCKU,040500Z,310,05KT,9000,FEW010 SCT040 BKN080,25,17,Q1017,NOSIG,A3006
METAR,RCKU,040430Z,350,04KT,9000,FEW010 SCT040 BKN080,25,16,Q1018,NOSIG,A3007
METAR,RCKU,040400Z,350,04KT,9000,FEW010 SCT040 BKN080,24,16,Q1019,NOSIG,A3010
METAR,RCKU,040330Z,350,04KT,8000,FEW010 SCT040 BKN080,24,16,Q1019,NOSIG,A3011
METAR,RCKU,040300Z,310,04KT,7000,FEW010 SCT040 BKN080,23,16,Q1020,NOSIG,A3013
METAR,RCKU,040230Z,010,05KT,7000,FEW010 SCT050 BKN100,22,16,Q1020,NOSIG,A3013
METAR,RCKU,040200Z,340,05KT,7000,FEW010 SCT050 BKN100,22,16,Q1020,NOSIG,A3014
METAR,RCKU,040130Z,350,05KT,6000,FEW010 SCT040 BKN080,20,16,Q1021,NOSIG,A3015
METAR,RCKU,040100Z,350,03KT,6000,FEW010 SCT040 BKN080,19,16,Q1021,NOSIG,A3015
METAR,RCKU,040030Z,360,05KT,6000,FEW008 SCT030 BKN060,17,16,Q1021,NOSIG,A3015
METAR,RCKU,040000Z,350,03KT,6000,FEW008 SCT030 BKN060,16,15,Q1021,NOSIG,A3015
METAR,RCKU,032330Z,340,04KT,7000,FEW012 SCT050 BKN100,15,14,Q1021,NOSIG,A3015
METAR,RCKU,032300Z,030,03KT,7000,FEW012 SCT050 BKN100,15,14,Q1021,NOSIG,A3015
METAR,RCKU,032230Z,020,04KT,6000,FEW012 SCT050 BKN100,14,14,Q1020,NOSIG,A3014
METAR,RCKU,032200Z,010,03KT,6000,FEW012 SCT050 BKN100,14,13,Q1020,NOSIG,A3014
METAR,RCKU,032130Z,010,05KT,6000,FEW012 SCT050 BKN100,14,14,Q1020,NOSIG,A3014
METAR,RCKU,032100Z,360,03KT,6000,FEW012 SCT050 BKN100,14,14,Q1020,NOSIG,A3014
METAR,RCKU,032030Z,010,04KT,6000,FEW012 SCT050 BKN100,14,14,Q1020,A3013,
METAR,RCKU,032000Z,010,04KT,6000,FEW012 SCT050 BKN100,14,13,Q1020,A3014,
METAR,RCKU,031900Z,360,03KT,6000,FEW012 BKN100,14,13,Q1020,A3014,
METAR,RCKU,031800Z,360,03KT,8000,FEW012 SCT100,15,14,Q1020,A3014,
METAR,RCKU,031700Z,010,03KT,8000,FEW012,15,14,Q1021,A3015,
METAR,RCKU,031600Z,330,02KT,9999,FEW012,15,14,Q1021,A3016,
METAR,RCKU,031500Z,320,02KT,9999,FEW012,15,14,Q1021,A3016,
METAR,RCKU,031400Z,340,04KT,9999,FEW012,15,14,Q1021,A3016,
METAR,RCKU,031330Z,350,04KT,9999,FEW012,15,14,Q1021,A3017,
METAR,RCKU,031300Z,350,06KT,9999,FEW012 SCT080,16,14,Q1021,A3017,
METAR,RCKU,031230Z,350,08KT,9999,FEW012 BKN080,16,14,Q1021,A3017,
METAR,RCKU,031200Z,350,10KT,9999,FEW012 SCT050 BKN080,17,14,Q1021,A3016,
METAR,RCKU,031130Z,340,08KT,9999,FEW012 SCT050 BKN080,18,14,Q1021,A3016,
METAR,RCKU,031100Z,350,07KT,9999,FEW012 SCT050 BKN080,18,14,Q1021,A3015,
METAR,RCKU,031030Z,340,08KT,9999,FEW012 SCT050 BKN080,19,14,Q1021,A3015,
METAR,RCKU,031000Z,340,08KT,9999,FEW012 SCT050 BKN080,19,14,Q1021,A3015,
METAR,RCKU,030930Z,330,08KT,9999,FEW012 SCT050 BKN080,20,15,Q1020,A3014,
METAR,RCKU,030900Z,330,09KT,9999,FEW012 SCT050 BKN100,21,15,Q1020,NOSIG,A3014
METAR,RCKU,030830Z,330,09KT,9000,FEW012 SCT040 BKN080,21,14,Q1020,NOSIG,A3013
